,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,above_cloud,A_above_B,tenkan_kiju_cross,price_tenkan_cross,buy,Long_Position,Long_Buy,sell,Short_Position,Short_Buy
0,2021-04-14 09:00:00+02:00,14.0,16.399999618530273,13.5,15.979999542236328,15.979999542236328,0,,,,,14.479999542236328,0,-1,,,,,Sell,,,Buy
1,2021-04-14 10:00:00+02:00,15.979999542236328,16.0,15.800000190734863,15.902000427246094,15.902000427246094,136370,,,,,14.449999809265137,0,-1,,,,,Sell,,,Buy
2,2021-04-14 11:00:00+02:00,15.902000427246094,16.0,15.0,15.399999618530272,15.399999618530272,73099,,,,,14.31999969482422,0,-1,,,,,Sell,,,Buy
3,2021-04-14 12:00:00+02:00,15.800000190734863,16.0,15.800000190734863,15.949999809265137,15.949999809265137,20780,,,,,14.5,0,-1,,,,,Sell,,,Buy
4,2021-04-14 13:00:00+02:00,15.920000076293944,15.920000076293944,15.800000190734863,15.899999618530272,15.899999618530272,13578,,,,,14.399999618530272,0,-1,,,,,Sell,,,Buy
5,2021-04-14 14:00:00+02:00,15.850000381469728,15.916000366210938,15.800000190734863,15.800000190734863,15.800000190734863,12841,,,,,14.359999656677246,0,-1,,,,,Sell,,,Buy
6,2021-04-14 15:00:00+02:00,15.899999618530272,15.899999618530272,15.699999809265137,15.89799976348877,15.89799976348877,17593,,,,,14.510000228881836,0,-1,,,,,Sell,,,Buy
7,2021-04-14 16:00:00+02:00,15.89799976348877,15.899999618530272,15.800000190734863,15.899999618530272,15.899999618530272,63700,,,,,14.001999855041504,0,-1,,,,,Sell,,,Buy
8,2021-04-15 09:00:00+02:00,15.899999618530272,16.0,15.0,15.979999542236328,15.979999542236328,0,14.949999809265137,,,,14.399999618530272,0,-1,,,,,Sell,,,Buy
9,2021-04-15 10:00:00+02:00,15.979999542236328,15.979999542236328,15.9399995803833,15.949999809265137,15.949999809265137,36687,15.5,,,,14.300000190734863,0,-1,,,,,Sell,,,Buy
10,2021-04-15 11:00:00+02:00,15.979999542236328,16.0,15.979999542236328,16.0,16.0,7915,15.5,,,,14.300000190734863,0,-1,,,,,Sell,,,Buy
11,2021-04-15 12:00:00+02:00,16.0,16.0,15.949999809265137,15.996000289916992,15.996000289916992,49539,15.5,,,,14.300000190734863,0,-1,,,,,Sell,,,Buy
12,2021-04-15 13:00:00+02:00,15.996000289916992,15.996000289916992,15.800000190734863,15.899999618530272,15.899999618530272,51273,15.5,,,,14.0,0,-1,,,,,Sell,,,Buy
13,2021-04-15 14:00:00+02:00,15.899999618530272,15.90999984741211,15.800000190734863,15.800000190734863,15.800000190734863,7047,15.5,,,,14.100000381469728,0,-1,,,,,Sell,,,Buy
14,2021-04-15 15:00:00+02:00,15.800000190734863,15.800000190734863,15.0,15.0,15.0,54654,15.5,,,,13.9399995803833,0,-1,,,,,Sell,,,Buy
15,2021-04-15 16:00:00+02:00,14.991999626159668,15.498000144958496,14.314000129699709,14.5,14.5,17183,15.157000064849854,,,,14.01200008392334,0,-1,,-1.0,,,Sell,,,Buy
16,2021-04-16 09:00:00+02:00,14.498000144958496,15.050000190734863,14.498000144958496,14.899999618530272,14.899999618530272,0,15.157000064849854,,,,13.949999809265137,0,-1,,,,,Sell,,,Buy
17,2021-04-16 10:00:00+02:00,14.899999618530272,14.899999618530272,14.670000076293944,14.699999809265137,14.699999809265137,11169,15.157000064849854,,,,13.633999824523926,0,-1,,,,,Sell,,,Buy
18,2021-04-16 11:00:00+02:00,14.699999809265137,14.699999809265137,14.699999809265137,14.699999809265137,14.699999809265137,10117,15.157000064849854,,,,13.5,0,-1,,,,,Sell,,,Buy
19,2021-04-16 12:00:00+02:00,14.699999809265137,14.699999809265137,14.699999809265137,14.699999809265137,14.699999809265137,9805,15.157000064849854,,,,13.350000381469728,0,-1,,,,,Sell,,,Buy
20,2021-04-16 13:00:00+02:00,14.699999809265137,14.890000343322754,14.699999809265137,14.880000114440918,14.880000114440918,25132,15.15500020980835,,,,13.001999855041504,0,-1,,,,,Sell,,,Buy
21,2021-04-16 14:00:00+02:00,14.869999885559082,14.869999885559082,14.649999618530272,14.800000190734863,14.800000190734863,29544,15.111999988555908,,,,12.800000190734863,0,-1,,,,,Sell,,,Buy
22,2021-04-16 15:00:00+02:00,14.829999923706056,14.998000144958496,14.649999618530272,14.75,14.75,52231,15.057000160217285,,,,12.800000190734863,0,-1,,,,,Sell,,,Buy
23,2021-04-16 16:00:00+02:00,14.75,14.75,14.649999618530272,14.649999618530272,14.649999618530272,7150,14.906000137329102,,,,12.600000381469728,0,-1,,,,,Sell,,,Buy
24,2021-04-19 09:00:00+02:00,15.0,15.0,14.100000381469728,14.109999656677246,14.109999656677246,0,14.575000286102295,,,,12.5,0,-1,,1.0,,,Sell,,,Buy
25,2021-04-19 10:00:00+02:00,14.1899995803833,14.498000144958496,13.604000091552734,14.498000144958496,14.498000144958496,99376,14.302000045776367,14.949999809265137,,,11.934000015258787,0,-1,,-1.0,,,Sell,,,Buy
26,2021-04-19 11:00:00+02:00,14.399999618530272,14.498000144958496,14.399999618530272,14.479999542236328,14.479999542236328,4280,14.302000045776367,14.802000045776367,,,12.199999809265137,0,-1,,1.0,,,Sell,,,Buy
27,2021-04-19 12:00:00+02:00,14.479999542236328,14.479999542236328,14.25,14.449999809265137,14.449999809265137,5141,14.302000045776367,14.802000045776367,,,12.166000366210938,0,-1,,,,,Sell,,,Buy
28,2021-04-19 13:00:00+02:00,14.498000144958496,14.5,14.31999969482422,14.31999969482422,14.31999969482422,5100,14.302000045776367,14.802000045776367,,,11.989999771118164,0,-1,,,,,Sell,,,Buy
29,2021-04-19 14:00:00+02:00,14.5,14.5,14.399999618530272,14.5,14.5,7383,14.302000045776367,14.802000045776367,,,12.5,0,-1,,,,,Sell,,,Buy
30,2021-04-19 15:00:00+02:00,14.5,14.5,14.31999969482422,14.399999618530272,14.399999618530272,6445,14.302000045776367,14.802000045776367,,,12.789999961853027,0,-1,,,,,Sell,,,Buy
31,2021-04-19 16:00:00+02:00,14.470000267028809,14.470000267028809,14.359999656677246,14.359999656677246,14.359999656677246,4620,14.302000045776367,14.802000045776367,,,12.199999809265137,0,-1,,,,,Sell,,,Buy
32,2021-04-20 09:00:00+02:00,14.998000144958496,14.998000144958496,14.510000228881836,14.510000228881836,14.510000228881836,0,14.302000045776367,14.802000045776367,,,12.199999809265137,0,-1,,,,,Sell,,,Buy
33,2021-04-20 10:00:00+02:00,14.800000190734863,14.800000190734863,14.001999855041504,14.001999855041504,14.001999855041504,23176,14.301000118255615,14.802000045776367,,,12.5,0,-1,,,,,Sell,,,Buy
34,2021-04-20 11:00:00+02:00,14.10200023651123,14.399999618530272,14.10200023651123,14.399999618530272,14.399999618530272,896,14.5,14.802000045776367,,,12.449999809265137,0,-1,,-1.0,,,Sell,,,Buy
35,2021-04-20 12:00:00+02:00,14.399999618530272,14.5,14.300000190734863,14.300000190734863,14.300000190734863,2594,14.5,14.802000045776367,,,12.449999809265137,0,-1,,,,,Sell,,,Buy
36,2021-04-20 13:00:00+02:00,14.5,14.5,14.300000190734863,14.300000190734863,14.300000190734863,569,14.5,14.802000045776367,,,12.449999809265137,0,-1,,,,,Sell,,,Buy
37,2021-04-20 14:00:00+02:00,14.302000045776367,14.302000045776367,14.25,14.300000190734863,14.300000190734863,14653,14.5,14.800000190734863,,,13.39799976348877,0,-1,,-1.0,,,Sell,,,Buy
38,2021-04-20 15:00:00+02:00,14.300000190734863,14.300000190734863,14.0,14.0,14.0,30519,14.499000072479248,14.756999969482422,,,13.100000381469728,0,-1,,,,,Sell,,,Buy
39,2021-04-21 09:00:00+02:00,14.5,14.5,14.026000022888184,14.100000381469728,14.100000381469728,0,14.499000072479248,14.702000141143799,,,13.199999809265137,0,-1,,1.0,,,Sell,,,Buy
40,2021-04-21 10:00:00+02:00,14.0,14.0,13.800000190734863,13.9399995803833,13.9399995803833,11230,14.39900016784668,14.551000118255615,,,13.470000267028809,0,-1,,-1.0,,,Sell,,,Buy
41,2021-04-21 11:00:00+02:00,13.9399995803833,14.01200008392334,13.800000190734863,14.01200008392334,14.01200008392334,9653,14.300000190734863,14.327000141143799,,,13.399999618530272,0,-1,,,,,Sell,,,Buy
42,2021-04-21 12:00:00+02:00,14.0,14.477999687194824,13.949999809265137,13.949999809265137,13.949999809265137,7975,14.150000095367432,14.302000045776367,,,12.960000038146973,0,-1,,,,,Sell,,,Buy
43,2021-04-21 13:00:00+02:00,13.949999809265137,13.998000144958496,13.604000091552734,13.633999824523926,13.633999824523926,10747,14.052000045776367,14.302000045776367,,,13.0,0,-1,,,,,Sell,,,Buy
44,2021-04-21 14:00:00+02:00,13.633999824523926,13.633999824523926,13.5,13.5,13.5,25554,14.0,14.25,,,13.0,0,-1,,,,,Sell,,,Buy
45,2021-04-21 15:00:00+02:00,13.501999855041504,13.538000106811523,13.100000381469728,13.350000381469728,13.350000381469728,23569,13.800000190734863,14.050000190734863,,,13.699999809265137,0,-1,,,,,Sell,,,Buy
46,2021-04-21 16:00:00+02:00,13.300000190734863,13.300000190734863,13.001999855041504,13.001999855041504,13.001999855041504,9178,13.750999927520752,14.000999927520752,,,14.0,0,-1,,,,,Sell,,,Buy
47,2021-04-22 09:00:00+02:00,13.0,13.0,12.5,12.800000190734863,12.800000190734863,0,13.5,13.75,,,14.100000381469728,0,-1,,,,,Sell,,,Buy
48,2021-04-22 10:00:00+02:00,12.800000190734863,12.899999618530272,12.60200023651123,12.800000190734863,12.800000190734863,4472,13.488999843597412,13.75,,,14.100000381469728,0,-1,,,,,Sell,,,Buy
49,2021-04-22 11:00:00+02:00,12.800000190734863,12.800000190734863,12.550000190734863,12.600000381469728,12.600000381469728,25348,13.488999843597412,13.75,,,14.0,0,-1,,,,,Sell,,,Buy
