,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,above_cloud,A_above_B,tenkan_kiju_cross,price_tenkan_cross,buy,Long_Position,Long_Buy,Long_Sell,sell,Short_Position,Short_Sell,Short_buy
0,2021-05-25 09:00:00+02:00,1.7000000476837158,1.7999999523162842,1.6399999856948853,1.659999966621399,1.659999966621399,0,,,,,1.75,0,-1,,,,, , ,,, , 
1,2021-05-25 10:00:00+02:00,1.659999966621399,1.659999966621399,1.5499999523162842,1.5997999906539917,1.5997999906539917,667686,,,,,1.75,0,-1,,,,, , ,,, , 
2,2021-05-25 11:00:00+02:00,1.5513999462127686,1.5950000286102295,1.5513999462127686,1.590000033378601,1.590000033378601,97163,,,,,1.739799976348877,0,-1,,,,, , ,,, , 
3,2021-05-25 12:00:00+02:00,1.5898000001907349,1.6377999782562256,1.5898000001907349,1.6299999952316284,1.6299999952316284,287862,,,,,1.690000057220459,0,-1,,,,, , ,,, , 
4,2021-05-25 13:00:00+02:00,1.6299999952316284,1.6299999952316284,1.6200000047683716,1.6200000047683716,1.6200000047683716,25852,,,,,1.600000023841858,0,-1,,,,, , ,,, , 
5,2021-05-25 14:00:00+02:00,1.6167999505996704,1.6167999505996704,1.600000023841858,1.600000023841858,1.600000023841858,155731,,,,,1.6297999620437622,0,-1,,,,, , ,,, , 
6,2021-05-25 15:00:00+02:00,1.5607999563217163,1.590000033378601,1.5515999794006348,1.5800000429153442,1.5800000429153442,180129,,,,,1.6799999475479126,0,-1,,,,, , ,,, , 
7,2021-05-25 16:00:00+02:00,1.5700000524520874,1.5700000524520874,1.5700000524520874,1.5700000524520874,1.5700000524520874,500,,,,,1.6790000200271606,0,-1,,,,, , ,,, , 
8,2021-05-26 09:00:00+02:00,1.7899999618530271,1.7899999618530271,1.559999942779541,1.600000023841858,1.600000023841858,0,1.6749999523162842,,,,1.7001999616622925,0,-1,,,,, , ,,, , 
9,2021-05-26 10:00:00+02:00,1.600000023841858,1.600000023841858,1.5997999906539917,1.600000023841858,1.600000023841858,41605,1.6699999570846558,,,,1.6950000524520874,0,-1,,-1.0,,, , ,,, , 
10,2021-05-26 11:00:00+02:00,1.600000023841858,1.600000023841858,1.5800000429153442,1.5800000429153442,1.5800000429153442,43584,1.670699954032898,,,,1.739799976348877,0,-1,,,,, , ,,, , 
11,2021-05-26 12:00:00+02:00,1.5709999799728394,1.5709999799728394,1.5709999799728394,1.5709999799728394,1.5709999799728394,8400,1.670799970626831,,,,1.9498000144958496,0,-1,,,,, , ,,, , 
12,2021-05-26 13:00:00+02:00,1.580199956893921,1.580199956893921,1.5199999809265137,1.5499999523162842,1.5499999523162842,282469,1.6549999713897705,,,,1.850000023841858,0,-1,,,,, , ,,, , 
13,2021-05-26 14:00:00+02:00,1.5499999523162842,1.580199956893921,1.5299999713897705,1.580199956893921,1.580199956893921,63858,1.6549999713897705,,,,1.879600048065185,0,-1,,,,, , ,,, , 
14,2021-05-26 15:00:00+02:00,1.580199956893921,1.580199956893921,1.562000036239624,1.562000036239624,1.562000036239624,264760,1.6549999713897705,,,,1.899999976158142,0,-1,,,,, , ,,, , 
15,2021-05-26 16:00:00+02:00,1.579800009727478,1.579800009727478,1.5598000288009644,1.559999942779541,1.559999942779541,43202,1.6549999713897705,,,,1.899999976158142,0,-1,,,,, , ,,, , 
16,2021-05-27 09:00:00+02:00,1.5199999809265137,1.559999942779541,1.4501999616622925,1.5399999618530271,1.5399999618530271,0,1.62009996175766,,,,1.924999952316284,0,-1,,,,, , ,,, , 
17,2021-05-27 10:00:00+02:00,1.5598000288009644,1.5980000495910645,1.5499999523162842,1.5950000286102295,1.5950000286102295,56573,1.5250999927520752,,,,1.919800043106079,0,-1,,1.0,,, , ,,, , 
18,2021-05-27 11:00:00+02:00,1.5950000286102295,1.5980000495910645,1.5501999855041504,1.5980000495910645,1.5980000495910645,23400,1.5250999927520752,,,,1.909999966621399,0,-1,,,,, , ,,, , 
19,2021-05-27 12:00:00+02:00,1.5700000524520874,1.5700000524520874,1.4700000286102295,1.4700000286102295,1.4700000286102295,170397,1.5241000056266785,,,,1.8899999856948853,0,-1,,,,, , ,,, , 
20,2021-05-27 13:00:00+02:00,1.5,1.5399999618530271,1.5,1.534600019454956,1.534600019454956,55086,1.5241000056266785,,,,1.899399995803833,0,-1,,-1.0,,, , ,,, , 
21,2021-05-27 14:00:00+02:00,1.5199999809265137,1.52020001411438,1.4802000522613523,1.5,1.5,163959,1.5241000056266785,,,,1.8799999952316284,0,-1,,,,, , ,,, , 
22,2021-05-27 15:00:00+02:00,1.5,1.5,1.4919999837875366,1.4919999837875366,1.4919999837875366,42600,1.5241000056266785,,,,1.833799958229065,0,-1,,,,, , ,,, , 
