,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,above_cloud,A_above_B,tenkan_kiju_cross,price_tenkan_cross,buy,Long_Position,Long_Buy,sell,Short_Position,Short_Buy
0,2021-05-25 09:00:00+02:00,8.220000267028809,8.220000267028809,8.0,8.0,8.0,0,,,,,8.09000015258789,0,-1,,,,,Sell,,,Buy
1,2021-05-25 10:00:00+02:00,8.074999809265137,8.074999809265137,8.074999809265137,8.074999809265137,8.074999809265137,42,,,,,8.0,0,-1,,,,,Sell,,,Buy
2,2021-05-25 11:00:00+02:00,8.074999809265137,8.074999809265137,8.0,8.0,8.0,54932,,,,,8.199999809265137,0,-1,,,,,Sell,,,Buy
3,2021-05-25 12:00:00+02:00,8.050000190734863,8.050000190734863,8.050000190734863,8.050000190734863,8.050000190734863,15,,,,,8.199000358581543,0,-1,,,,,Sell,,,Buy
4,2021-05-25 13:00:00+02:00,8.050000190734863,8.050000190734863,8.050000190734863,8.050000190734863,8.050000190734863,706,,,,,8.178999900817871,0,-1,,,,,Sell,,,Buy
5,2021-05-25 14:00:00+02:00,8.001999855041504,8.074999809265137,8.001999855041504,8.074999809265137,8.074999809265137,4839,,,,,8.147000312805176,0,-1,,,,,Sell,,,Buy
6,2021-05-25 15:00:00+02:00,8.074000358581543,8.074000358581543,8.074000358581543,8.074000358581543,8.074000358581543,100,,,,,8.23799991607666,0,-1,,,,,Sell,,,Buy
7,2021-05-26 09:00:00+02:00,7.921999931335449,8.050000190734863,7.921000003814697,7.984000205993652,7.984000205993652,99798,,,,,8.100000381469727,0,-1,,,,,Sell,,,Buy
8,2021-05-26 10:00:00+02:00,8.0,8.0,7.945000171661377,7.945000171661377,7.945000171661377,23293,8.070500135421753,,,,8.100000381469727,0,-1,,,,,Sell,,,Buy
9,2021-05-26 11:00:00+02:00,8.0,8.0,7.945000171661377,7.945000171661377,7.945000171661377,102616,7.997999906539917,,,,8.199000358581543,0,-1,,1.0,,,Sell,,,Buy
