,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,above_cloud,A_above_B,tenkan_kiju_cross,price_tenkan_cross,buy,Long_Position,Long_Buy,Long_Sell,sell,Short_Position,Short_Sell,Short_buy
0,2021-04-29 09:00:00+02:00,39.0,50.0,38.0,47.98500061035156,47.98500061035156,0,,,,,38.400001525878906,0,-1,,,,, , ,,, , 
1,2021-04-29 10:00:00+02:00,47.994998931884766,49.70000076293945,45.59999847412109,47.0,47.0,250069,,,,,40.935001373291016,0,-1,,,,, , ,,, , 
2,2021-04-29 11:00:00+02:00,47.0,49.5,46.0,48.0,48.0,138526,,,,,41.20000076293945,0,-1,,,,, , ,,, , 
3,2021-04-29 12:00:00+02:00,47.900001525878906,48.9900016784668,46.29999923706055,48.5,48.5,118776,,,,,42.5,0,-1,,,,, , ,,, , 
4,2021-04-29 13:00:00+02:00,48.5,50.0,48.0,49.48500061035156,49.48500061035156,73718,,,,,42.81999969482422,0,-1,,,,, , ,,, , 
5,2021-04-29 14:00:00+02:00,49.4900016784668,49.5,48.70000076293945,49.5,49.5,87606,,,,,42.52000045776367,0,-1,,,,, , ,,, , 
6,2021-04-29 15:00:00+02:00,49.5,56.59999847412109,49.130001068115234,56.34000015258789,56.34000015258789,220979,,,,,42.959999084472656,0,-1,,,,, , ,,, , 
7,2021-04-29 16:00:00+02:00,56.5,59.0,55.130001068115234,57.900001525878906,57.900001525878906,133069,,,,,44.29999923706055,0,-1,,,,, , ,,, , 
8,2021-04-30 09:00:00+02:00,63.0,63.0,44.83000183105469,45.79999923706055,45.79999923706055,0,50.5,,,,43.79999923706055,0,-1,,,,, , ,,, , 
9,2021-04-30 10:00:00+02:00,45.900001525878906,47.0,45.6150016784668,47.0,47.0,131054,53.915000915527344,,,,43.900001525878906,0,-1,,-1.0,,, , ,,, , 
10,2021-04-30 11:00:00+02:00,47.0,47.0,40.0,41.5,41.5,287244,51.5,,,,43.34999847412109,0,-1,,,,, , ,,, , 
11,2021-04-30 12:00:00+02:00,41.98500061035156,43.0,40.34999847412109,40.79999923706055,40.79999923706055,223844,51.5,,,,43.20500183105469,0,-1,,,,, , ,,, , 
12,2021-04-30 13:00:00+02:00,41.494998931884766,44.0,40.61000061035156,43.9900016784668,43.9900016784668,88163,51.5,,,,43.81999969482422,0,-1,,,,, , ,,, , 
13,2021-04-30 14:00:00+02:00,43.9900016784668,44.0,43.0,43.25,43.25,100651,51.5,,,,43.79999923706055,0,-1,,,,, , ,,, , 
14,2021-04-30 15:00:00+02:00,43.5,43.93000030517578,41.20000076293945,42.0,42.0,85698,51.5,,,,43.4900016784668,0,-1,,,,, , ,,, , 
15,2021-04-30 16:00:00+02:00,42.0,42.0,39.59999847412109,39.9900016784668,39.9900016784668,152380,51.29999923706055,,,,42.5,0,-1,,,,, , ,,, , 
16,2021-05-03 09:00:00+02:00,41.5,45.0,35.599998474121094,44.0,44.0,0,49.29999923706055,,,,39.0,0,-1,,,,, , ,,, , 
17,2021-05-03 10:00:00+02:00,44.5,45.0,40.459999084472656,41.994998931884766,41.994998931884766,207985,41.29999923706055,,,,38.04999923706055,0,-1,,1.0,,, , ,,, , 
18,2021-05-03 11:00:00+02:00,41.994998931884766,42.4900016784668,39.5,39.70000076293945,39.70000076293945,79460,41.29999923706055,,,,39.05500030517578,0,-1,,,,, , ,,, , 
19,2021-05-03 12:00:00+02:00,39.70000076293945,41.290000915527344,36.1150016784668,37.5,37.5,196313,40.29999923706055,,,,37.6150016784668,0,-1,,-1.0,,, , ,,, , 
20,2021-05-03 13:00:00+02:00,37.60499954223633,39.0,37.5,38.5,38.5,61166,40.29999923706055,,,,38.20500183105469,0,-1,,,,, , ,,, , 
21,2021-05-03 14:00:00+02:00,38.5,39.0,37.5,37.5,37.5,47345,40.29999923706055,,,,38.494998931884766,0,-1,,,,, , ,,, , 
22,2021-05-03 15:00:00+02:00,37.59999847412109,38.91999816894531,37.5,38.005001068115234,38.005001068115234,40859,40.29999923706055,,,,36.79999923706055,0,-1,,,,, , ,,, , 
23,2021-05-03 16:00:00+02:00,38.005001068115234,38.970001220703125,38.0,38.09999847412109,38.09999847412109,24016,40.29999923706055,,,,38.095001220703125,0,-1,,,,, , ,,, , 
24,2021-05-04 09:00:00+02:00,40.31499862670898,41.0,37.09999847412109,38.98500061035156,38.98500061035156,0,40.29999923706055,,,,37.5,0,-1,,1.0,,, , ,,, , 
25,2021-05-04 10:00:00+02:00,38.98500061035156,39.470001220703125,37.59999847412109,38.0,38.0,95211,40.5575008392334,49.29999923706055,,,38.0,0,-1,,-1.0,,, , ,,, , 
26,2021-05-04 11:00:00+02:00,38.0,38.69499969482422,35.79999923706055,38.400001525878906,38.400001525878906,209658,39.14500045776367,49.29999923706055,,,37.27999877929688,0,-1,,,,, , ,,, , 
27,2021-05-04 12:00:00+02:00,38.400001525878906,41.0,38.0,40.935001373291016,40.935001373291016,208770,38.545000076293945,49.29999923706055,,,34.40999984741211,0,-1,,,,, , ,,, , 
