,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,above_cloud,A_above_B,tenkan_kiju_cross,price_tenkan_cross,buy,Long_Position,Long_Buy,sell,Short_Position,Short_Buy
0,2021-04-29 09:00:00+02:00,10.0,10.0,9.899999618530272,10.0,10.0,0,,,,,11.0,0,-1,,,,,Sell,,,Buy
1,2021-04-29 10:00:00+02:00,10.0,10.5,10.0,10.001999855041504,10.001999855041504,7398,,,,,10.970000267028809,0,-1,,,,,Sell,,,Buy
2,2021-04-29 12:00:00+02:00,10.001999855041504,10.001999855041504,10.001999855041504,10.001999855041504,10.001999855041504,130,,,,,10.75,0,-1,,,,,Sell,,,Buy
3,2021-04-29 13:00:00+02:00,10.149999618530272,10.149999618530272,10.149999618530272,10.149999618530272,10.149999618530272,200,,,,,10.75,0,-1,,,,,Sell,,,Buy
4,2021-04-29 14:00:00+02:00,10.149999618530272,10.149999618530272,10.149999618530272,10.149999618530272,10.149999618530272,50,,,,,11.399999618530272,0,-1,,,,,Sell,,,Buy
5,2021-04-29 15:00:00+02:00,10.001999855041504,10.001999855041504,10.0,10.0,10.0,3450,,,,,11.300000190734863,0,-1,,,,,Sell,,,Buy
6,2021-04-30 09:00:00+02:00,10.5,12.5,10.5,11.600000381469728,11.600000381469728,304039,,,,,11.39799976348877,0,-1,,,,,Sell,,,Buy
7,2021-04-30 10:00:00+02:00,11.748000144958496,12.0,11.649999618530272,11.899999618530272,11.899999618530272,71541,,,,,12.050000190734863,0,-1,,,,,Sell,,,Buy
8,2021-04-30 11:00:00+02:00,11.899999618530272,11.899999618530272,11.260000228881836,11.59000015258789,11.59000015258789,60566,11.199999809265137,,,,12.369999885559082,0,-1,,,,,Sell,,,Buy
9,2021-04-30 12:00:00+02:00,11.550000190734863,11.550000190734863,11.020000457763672,11.5,11.5,41341,11.25,,,,11.800000190734863,0,-1,,,,,Sell,,,Buy
10,2021-04-30 13:00:00+02:00,11.699999809265137,11.899999618530272,11.20199966430664,11.800000190734863,11.800000190734863,42692,11.25,,,,11.899999618530272,0,-1,,,,,Sell,,,Buy
