,Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,above_cloud,tenkan_kiju_cross,buy,Long_Position,Long_Buy,Long_Sell,sell,Short_Position,Short_Sell,Short_buy,RSI2
0,2021-04-29 15:00:00+02:00,9.64900016784668,9.64900016784668,9.5,9.5,9.5,0,,,,,9.5,0,,,, , ,,, , ,
1,2021-04-29 16:00:00+02:00,9.64900016784668,9.64900016784668,9.5,9.5,9.5,3053,,,,,9.279999732971191,0,,,, , ,,, , ,
2,2021-04-30 09:00:00+02:00,9.649999618530272,9.649999618530272,9.399999618530272,9.649999618530272,9.649999618530272,0,,,,,9.31999969482422,0,,,, , ,,, , ,
3,2021-04-30 10:00:00+02:00,9.598999977111816,9.600000381469728,9.420000076293944,9.420000076293944,9.420000076293944,17626,,,,,9.369999885559082,0,,,, , ,,, , ,
4,2021-04-30 11:00:00+02:00,9.420000076293944,9.5,9.420000076293944,9.5,9.5,64744,,,,,9.300000190734863,0,,,, , ,,, , ,
5,2021-04-30 12:00:00+02:00,9.399999618530272,9.399999618530272,9.34000015258789,9.359999656677246,9.359999656677246,18406,,,,,9.298999786376951,0,,,, , ,,, , ,
6,2021-04-30 13:00:00+02:00,9.359999656677246,9.369999885559082,9.359999656677246,9.369999885559082,9.369999885559082,17379,,,,,9.25,0,,,, , ,,, , ,
7,2021-04-30 14:00:00+02:00,9.369999885559082,9.369999885559082,9.366000175476074,9.366000175476074,9.366000175476074,700,,,,,9.25,0,,,, , ,,, , ,
8,2021-04-30 15:00:00+02:00,9.366000175476074,9.399999618530272,9.357000350952148,9.357000350952148,9.357000350952148,8411,9.494999885559082,,,,9.230999946594238,0,,,, , ,,, , ,
9,2021-04-30 16:00:00+02:00,9.399999618530272,9.399999618530272,9.399999618530272,9.399999618530272,9.399999618530272,685,9.494999885559082,,,,9.199999809265137,0,,,, , ,,, , ,
10,2021-05-03 09:00:00+02:00,9.5,9.699999809265137,9.449999809265137,9.449999809265137,9.449999809265137,0,9.519999980926514,,,,9.199999809265137,0,,,, , ,,, , ,
11,2021-05-03 10:00:00+02:00,9.399999618530272,9.399999618530272,9.222999572753906,9.222999572753906,9.222999572753906,20244,9.461499691009521,,,,9.199999809265137,0,,,, , ,,, , ,
12,2021-05-03 11:00:00+02:00,9.232999801635742,9.39900016784668,9.149999618530272,9.149999618530272,9.149999618530272,42729,9.424999713897705,,,,9.300000190734863,0,,,, , ,,, , ,
13,2021-05-03 12:00:00+02:00,9.300000190734863,9.350000381469728,9.149999618530272,9.149999618530272,9.149999618530272,8629,9.424999713897705,,,,9.114999771118164,0,,,, , ,,, , ,
14,2021-05-03 13:00:00+02:00,9.149999618530272,9.199999809265137,9.149999618530272,9.199999809265137,9.199999809265137,1907,9.424999713897705,,,,9.199999809265137,0,,,, , ,,, , ,35.92868370458976
15,2021-05-03 14:00:00+02:00,9.253000259399414,9.253000259399414,9.18299961090088,9.253000259399414,9.253000259399414,10635,9.424999713897705,,,,9.114999771118164,0,,,, , ,,, , ,38.96336661678131
16,2021-05-03 15:00:00+02:00,9.18299961090088,9.18299961090088,9.149999618530272,9.149999618530272,9.149999618530272,1085,9.424999713897705,,,,9.149999618530272,0,,,, , ,,, , ,26.679115431902318
17,2021-05-03 16:00:00+02:00,9.253000259399414,9.350000381469728,9.253000259399414,9.350000381469728,9.350000381469728,31919,9.424999713897705,,,,9.149999618530272,0,,,, , ,,, , ,46.64109505792529
18,2021-05-04 09:00:00+02:00,9.49899959564209,9.49899959564209,9.100000381469728,9.100000381469728,9.100000381469728,0,9.400000095367432,,,,9.140000343322754,0,,,, , ,,, , ,33.498390086837944
19,2021-05-04 10:00:00+02:00,9.10099983215332,9.10099983215332,9.100000381469728,9.100000381469728,9.100000381469728,20000,9.299499988555908,,,,9.279999732971191,0,,,, , ,,, , ,37.87318461846425
20,2021-05-04 11:00:00+02:00,9.199999809265137,9.199999809265137,9.140000343322754,9.140000343322754,9.140000343322754,3050,9.299499988555908,,,,9.239999771118164,0,,,, , ,,, , ,39.564460352461104
21,2021-05-04 12:00:00+02:00,9.140000343322754,9.140000343322754,9.140000343322754,9.140000343322754,9.140000343322754,3245,9.299499988555908,,,,9.199999809265137,0,,,, , ,,, , ,39.708582536144974
22,2021-05-04 13:00:00+02:00,9.140000343322754,9.178000450134276,9.100000381469728,9.100000381469728,9.100000381469728,19650,9.299499988555908,,,,9.25,0,,,, , ,,, , ,38.61826389287791
23,2021-05-04 14:00:00+02:00,9.10099983215332,9.175000190734863,9.100000381469728,9.100000381469728,9.100000381469728,66406,9.299499988555908,,,,9.300000190734863,0,,,, , ,,, , ,36.187910316169834
24,2021-05-04 15:00:00+02:00,9.100000381469728,9.100000381469728,8.899999618530273,8.899999618530273,8.899999618530273,56984,9.199499607086182,,,,9.399999618530272,0,,,, , ,,, , ,27.750853945432496
25,2021-05-04 16:00:00+02:00,8.800999641418457,9.0,8.800999641418457,8.899999618530273,8.899999618530273,17183,9.149999618530273,9.250499725341797,,,9.359999656677246,0,,,, , ,,, , ,33.994098387926186
26,2021-05-05 09:00:00+02:00,9.25,9.5,9.060999870300291,9.5,9.5,0,9.150499820709229,9.250499725341797,,,9.359999656677246,0,,,, , ,,, , ,61.39321849528381
27,2021-05-05 10:00:00+02:00,9.5,9.59000015258789,9.26099967956543,9.279999732971191,9.279999732971191,59871,9.195499897003174,9.250499725341797,,,9.359999656677246,0,,,, , ,,, , ,53.70159066704398
28,2021-05-05 11:00:00+02:00,9.399999618530272,9.399999618530272,9.31999969482422,9.31999969482422,9.31999969482422,3870,9.195499897003174,9.250499725341797,,,9.300000190734863,0,,,, , ,,, , ,53.436416638036505
29,2021-05-05 12:00:00+02:00,9.31999969482422,9.510000228881836,9.31999969482422,9.369999885559082,9.369999885559082,13416,9.195499897003174,9.250499725341797,,,9.149999618530272,0,,,, , ,,, , ,53.35626598003689
30,2021-05-05 13:00:00+02:00,9.371999740600586,9.371999740600586,9.300000190734863,9.300000190734863,9.300000190734863,139604,9.195499897003174,9.250499725341797,,,9.151000022888184,0,,,, , ,,, , ,54.385976653410104
31,2021-05-05 14:00:00+02:00,9.298999786376951,9.300000190734863,9.298999786376951,9.298999786376951,9.298999786376951,7465,9.195499897003174,9.250499725341797,,,9.149999618530272,0,,,, , ,,, , ,48.31235799040635
32,2021-05-05 15:00:00+02:00,9.251999855041504,9.251999855041504,9.25,9.25,9.25,10500,9.195499897003174,9.250499725341797,,,8.899999618530273,0,,,, , ,,, , ,55.72517027800664
33,2021-05-05 16:00:00+02:00,9.25,9.25,9.25,9.25,9.25,1390,9.195499897003174,9.250499725341797,,,8.899999618530273,0,,,, , ,,, , ,55.72517027800664
34,2021-05-06 09:00:00+02:00,9.486000061035156,9.486000061035156,9.230999946594238,9.230999946594238,9.230999946594238,0,9.325500011444092,9.250499725341797,,,8.850000381469727,0,1.0,,, , ,,, , ,53.52984871442777
35,2021-05-06 10:00:00+02:00,9.232999801635742,9.395999908447266,9.199999809265137,9.199999809265137,9.199999809265137,25245,9.394999980926514,9.250499725341797,,,8.75,0,,,, , ,0.0,, ,Close,52.272704284737905
36,2021-05-06 11:00:00+02:00,9.199999809265137,9.199999809265137,9.199999809265137,9.199999809265137,9.199999809265137,2006,9.355000019073486,9.195499897003174,,,8.399999618530273,0,,,, , ,0.0,0.0, , ,53.90622264243436
37,2021-05-06 12:00:00+02:00,9.199000358581545,9.199999809265137,9.107000350952148,9.199999809265137,9.199999809265137,5628,9.308500289916992,9.195499897003174,,,8.399999618530273,0,,,, , ,0.0,0.0, , ,53.90622264243436
38,2021-05-06 13:00:00+02:00,9.230999946594238,9.300000190734863,9.230999946594238,9.300000190734863,9.300000190734863,18346,9.296500205993652,9.195499897003174,,,8.600000381469727,0,,,, , ,0.0,0.0, , ,66.94915870659271
39,2021-05-06 14:00:00+02:00,9.300000190734863,9.300000190734863,9.114999771118164,9.114999771118164,9.114999771118164,4154,9.296500205993652,9.195499897003174,,,8.699000358581543,0,,,, , ,0.0,0.0, , ,57.87545378073762
40,2021-05-06 15:00:00+02:00,9.199999809265137,9.199999809265137,9.199999809265137,9.199999809265137,9.199999809265137,100,9.296500205993652,9.195499897003174,,,8.503999710083008,0,,,, , ,0.0,0.0, , ,32.352957676000315
