Date,Open,High,Low,Close,Adj Close,Volume
2016-08-05,329.523193359375,329.523193359375,323.7315673828125,327.12664794921875,290.7281494140625,63680
2016-08-08,327.32635498046875,327.32635498046875,311.9486083984375,317.440673828125,282.119873046875,145657
2016-08-09,318.439208984375,320.0368957519531,316.3422546386719,320.0368957519531,284.42724609375,76653
2016-08-10,318.8386535644531,318.8386535644531,312.5477294921875,313.0470275878906,278.2151184082031,106814
2016-08-11,311.8487548828125,317.0412292480469,311.8487548828125,315.34368896484375,280.2562561035156,122059
2016-08-12,315.34368896484375,315.8429870605469,310.5506286621094,313.0470275878906,278.2151184082031,100280
2016-08-15,312.2481689453125,312.3480224609375,296.17144775390625,299.9659423828125,266.58953857421875,205049
2016-08-16,299.6663818359375,302.86175537109375,297.3697204589844,300.5650939941406,267.1220397949219,169488
2016-08-17,302.06292724609375,303.36102294921875,294.9731750488281,295.3725891113281,262.50726318359375,151767
2016-08-18,295.2727355957031,298.1685485839844,290.08026123046875,292.4767761230469,259.93365478515625,177939
2016-08-19,292.3769226074219,293.5751953125,285.5867614746094,287.8834228515625,255.8513946533203,197243
2016-08-22,291.17864990234375,292.3769226074219,287.6837158203125,290.67938232421875,258.3362731933594,170883
2016-08-23,288.5824279785156,311.3494873046875,281.792236328125,310.5506286621094,275.9964904785156,361104
2016-08-24,311.4493408203125,312.4478759765625,303.6606140136719,305.557861328125,271.55926513671875,193899
2016-08-25,305.358154296875,305.557861328125,297.8689880371094,301.8631896972656,268.27569580078125,125015
2016-08-26,302.56219482421875,307.2554016113281,301.1642150878906,303.16131591796875,269.42938232421875,107048
2016-08-29,302.56219482421875,310.5506286621094,299.9659423828125,303.06146240234375,269.34063720703125,125890
2016-08-30,303.16131591796875,305.757568359375,298.8675231933594,299.2669677734375,265.9683532714844,144975
2016-08-31,298.5679626464844,304.5592956542969,295.7720031738281,299.0672607421875,265.7908630371094,132238
2016-09-01,298.5679626464844,302.66204833984375,297.26983642578125,300.2655029296875,266.85577392578125,114527
2016-09-02,300.2655029296875,303.8603210449219,298.9674072265625,300.0657958984375,266.6782531738281,121751
2016-09-05,301.1642150878906,304.0600280761719,300.9645080566406,304.0600280761719,270.2280578613281,84791
2016-09-06,304.0600280761719,304.3595886230469,297.8689880371094,299.7662353515625,266.41204833984375,116028
2016-09-07,301.6634826660156,310.4507751464844,301.6634826660156,303.9601745605469,270.13934326171875,149394
2016-09-08,304.4594421386719,305.158447265625,300.6649475097656,304.5592956542969,270.67181396484375,116286
2016-09-09,304.5592956542969,306.05712890625,298.0686950683594,298.1685485839844,264.9920959472656,180975
2016-09-12,294.5737609863281,295.4724426269531,286.8848876953125,290.18011474609375,257.8925476074219,221577
2016-09-13,292.3769226074219,294.274169921875,289.6808166503906,291.07879638671875,258.69122314453125,117093
2016-09-14,291.07879638671875,297.5694274902344,291.07879638671875,295.5722961425781,262.68475341796875,97406
2016-09-15,295.6721496582031,297.8689880371094,293.075927734375,296.57086181640625,263.5722351074219,129689
2016-09-16,297.5694274902344,304.4594421386719,294.6736145019531,303.6606140136719,269.8731384277344,126639
2016-09-19,303.8603210449219,304.0600280761719,298.0686950683594,299.9659423828125,266.58953857421875,110809
2016-09-20,300.8646545410156,320.1367492675781,299.9659423828125,319.1382141113281,283.6285705566406,255897
2016-09-21,318.5390625,318.5390625,308.55352783203125,310.2510681152344,275.73028564453125,180823
2016-09-22,312.8473205566406,317.640380859375,310.0513610839844,315.14398193359375,280.0787353515625,97204
2016-09-23,314.54486083984375,314.54486083984375,308.85308837890625,313.1468811035156,278.3038635253906,120810
2016-09-26,308.55352783203125,318.5390625,308.55352783203125,313.9457092285156,279.0138244628906,159177
2016-09-27,314.64471435546875,316.3422546386719,307.5549621582031,308.65338134765625,274.3103332519531,126061
2016-09-28,311.2496337890625,317.440673828125,310.3509216308594,317.440673828125,282.119873046875,111283
2016-09-29,318.039794921875,319.3379211425781,314.54486083984375,318.33935546875,282.9186096191406,188140
2016-09-30,317.740234375,334.7156677246094,315.64324951171875,333.21783447265625,296.1415710449219,320541
2016-10-03,333.21783447265625,335.2149353027344,328.5246276855469,329.523193359375,292.8580322265625,161614
2016-10-04,328.5246276855469,335.1150817871094,327.52606201171875,334.4161071777344,297.2065124511719,138331
2016-10-05,329.623046875,336.7127685546875,328.5246276855469,331.4204406738281,294.5441589355469,161091
2016-10-06,333.51739501953125,334.9153747558594,329.722900390625,332.71856689453125,295.6978454589844,117942
2016-10-07,332.71856689453125,334.6158142089844,329.623046875,329.82275390625,293.124267578125,155173
2016-10-10,330.122314453125,337.5116271972656,330.122314453125,332.81842041015625,295.78662109375,110088
2016-10-11,335.3147888183594,340.5072937011719,333.71710205078125,334.5159606933594,297.2952575683594,143084
2016-10-12,333.21783447265625,334.9153747558594,329.623046875,330.62158203125,293.834228515625,140084
2016-10-13,329.523193359375,334.7156677246094,329.523193359375,330.22216796875,293.479248046875,89553
2016-10-14,333.31768798828125,337.5116271972656,330.8212890625,337.1122131347656,299.6026306152344,144864
2016-10-17,334.6158142089844,346.2989196777344,333.91680908203125,341.5058288574219,303.5073547363281,308766
2016-10-18,345.99932861328125,354.487060546875,344.5014953613281,351.49139404296875,312.38189697265625,232932
2016-10-19,351.39154052734375,351.99066162109375,346.9978942871094,349.3944396972656,310.5182800292969,169852
2016-10-20,349.7938537597656,352.4899597167969,347.7967529296875,350.3929748535156,311.40570068359375,177398
2016-10-21,351.19183349609375,355.4856262207031,350.4928283691406,351.19183349609375,312.11566162109375,130739
2016-10-24,353.3886413574219,357.08331298828125,351.49139404296875,351.49139404296875,312.38189697265625,148776
2016-10-25,353.8879089355469,359.3799743652344,352.7895202636719,358.7808532714844,318.86029052734375,210014
2016-10-26,359.6795349121094,362.0760803222656,352.7895202636719,353.0890808105469,313.80181884765625,143679
2016-10-27,353.6882019042969,358.8807067871094,353.3886413574219,358.48126220703125,318.5940246582031,105185
2016-10-28,358.48126220703125,358.5811462402344,350.5926818847656,352.8893737792969,313.62432861328125,121136
2016-10-31,351.49139404296875,351.99066162109375,342.604248046875,346.09918212890625,307.58966064453125,153048
2016-11-01,344.5014953613281,347.0977478027344,337.5116271972656,343.9023742675781,305.6372985839844,148276
2016-11-02,342.404541015625,346.9978942871094,342.204833984375,342.90380859375,304.74981689453125,125483
2016-11-03,342.50439453125,348.6954345703125,342.50439453125,344.90093994140625,306.52471923828125,119169
2016-11-04,343.8025207519531,344.3017883300781,337.6114807128906,339.90814208984375,302.0874938964844,94483
2016-11-07,342.604248046875,353.1889343261719,342.50439453125,352.19036865234375,313.0030822753906,151774
2016-11-08,342.604248046875,349.3944396972656,337.9110412597656,348.7952880859375,309.9857482910156,259088
2016-11-09,339.50872802734375,348.3958740234375,338.0108947753906,343.3032531738281,305.1048583984375,154452
2016-11-10,348.4957275390625,349.4942932128906,335.2149353027344,336.4132080078125,298.9814147949219,156082
2016-11-11,335.5144958496094,335.8140869140625,328.4247741699219,333.01812744140625,295.9640808105469,182187
2016-11-14,334.6158142089844,345.00079345703125,333.91680908203125,342.803955078125,304.66107177734375,125923
2016-11-15,344.5014953613281,347.9964599609375,342.10498046875,344.7012023925781,306.34722900390625,88126
2016-11-16,345.89947509765625,347.5970153808594,343.6028137207031,344.1020812988281,305.8147888183594,102040
2016-11-17,344.3017883300781,351.49139404296875,344.1020812988281,349.8937072753906,310.9620056152344,95893
2016-11-18,349.9935607910156,357.48272705078125,347.3973083496094,352.9892272949219,313.7131042480469,119221
2016-11-21,352.9892272949219,357.28302001953125,352.9892272949219,355.5854797363281,316.0204772949219,117019
2016-11-22,354.986328125,356.6838684082031,351.39154052734375,353.2887878417969,313.9792785644531,105740
2016-11-23,353.4884948730469,354.487060546875,347.3973083496094,350.4928283691406,311.4944152832031,144353
2016-11-24,351.49139404296875,353.3886413574219,345.69976806640625,351.39154052734375,312.29315185546875,66356
2016-11-25,352.4899597167969,354.087646484375,351.39154052734375,352.8893737792969,313.62432861328125,80169
2016-11-28,353.1889343261719,355.6853332519531,352.4899597167969,353.4884948730469,314.1567687988281,59926
2016-11-29,350.5926818847656,352.6896667480469,348.4957275390625,350.7923889160156,311.7606506347656,90279
2016-11-30,350.7923889160156,361.0775146484375,350.7923889160156,358.48126220703125,318.5940246582031,139513
2016-12-01,358.48126220703125,358.8807067871094,345.79962158203125,347.1976013183594,308.56585693359375,112038
2016-12-02,347.1976013183594,347.5970153808594,340.5072937011719,344.3017883300781,305.99224853515625,135926
2016-12-05,349.1947021484375,349.2945556640625,344.7012023925781,345.50006103515625,307.05718994140625,94613
2016-12-06,345.50006103515625,350.4928283691406,345.00079345703125,348.2960205078125,309.54205322265625,96558
2016-12-07,347.2974548339844,348.0963134765625,342.204833984375,346.09918212890625,307.58966064453125,126522
2016-12-08,345.20050048828125,348.4957275390625,344.90093994140625,346.4986267089844,307.9446716308594,99724
2016-12-09,344.5014953613281,351.49139404296875,244.14671325683594,351.49139404296875,312.38189697265625,174490
2016-12-12,350.3929748535156,351.49139404296875,346.19903564453125,349.2945556640625,310.4294738769531,106068
2016-12-13,347.1976013183594,349.5941467285156,345.69976806640625,349.5941467285156,310.69573974609375,98799
2016-12-14,349.3944396972656,350.1932678222656,342.7041015625,344.5014953613281,306.16973876953125,108321
2016-12-15,344.5014953613281,348.3958740234375,341.6056823730469,348.0963134765625,309.36456298828125,95384
2016-12-16,347.1976013183594,349.2945556640625,344.5014953613281,347.7967529296875,309.0983581542969,103008
2016-12-19,345.40020751953125,349.0948486328125,343.6028137207031,346.9978942871094,308.38836669921875,144988
2016-12-20,346.9978942871094,349.6940002441406,343.4031066894531,349.6940002441406,310.7845153808594,126814
2016-12-21,350.2931213378906,350.2931213378906,343.003662109375,344.0022277832031,305.7260437011719,106115
2016-12-22,344.0022277832031,345.10064697265625,340.10784912109375,341.6056823730469,303.59613037109375,96952
2016-12-23,342.005126953125,343.4031066894531,335.4146423339844,342.10498046875,304.0398864746094,87747
2016-12-27,342.10498046875,347.1976013183594,341.1064147949219,345.89947509765625,307.41217041015625,49687
2016-12-28,345.00079345703125,345.79962158203125,343.3032531738281,345.00079345703125,306.61346435546875,57468
2016-12-29,342.3046875,344.90093994140625,340.8068542480469,344.90093994140625,306.52471923828125,41631
2016-12-30,342.3046875,345.50006103515625,341.805419921875,342.3046875,304.2173767089844,53799
2017-01-02,342.404541015625,342.90380859375,338.90960693359375,341.9052734375,303.8624267578125,63742
2017-01-03,343.4031066894531,343.4031066894531,322.7330017089844,338.3104553222656,300.6675720214844,232824
2017-01-04,338.3104553222656,341.3061218261719,334.6158142089844,341.1064147949219,303.15240478515625,93802
2017-01-05,341.1064147949219,341.2062683105469,325.5289611816406,326.62738037109375,290.2843933105469,170682
2017-01-06,325.5289611816406,328.4247741699219,321.53472900390625,324.0311279296875,287.97705078125,156489
2017-01-09,324.5303955078125,328.5246276855469,318.33935546875,324.7301025390625,288.5982666015625,207459
2017-01-10,324.8299560546875,325.3292541503906,315.04412841796875,318.73876953125,283.2735900878906,288766
