Date,Open,High,Low,Close,Adj Close,Volume
2020-08-04,387.0,391.3999938964844,386.20001220703125,389.70001220703125,353.82928466796875,595153
2020-08-05,390.0,397.5,389.1000061035156,396.20001220703125,359.7309875488281,666503
2020-08-06,395.6000061035156,396.20001220703125,390.70001220703125,393.29998779296875,357.097900390625,331247
2020-08-07,393.0,395.0,389.79998779296875,389.79998779296875,353.9200744628906,382594
2020-08-10,390.0,393.8999938964844,387.0,392.79998779296875,356.6439208984375,334064
2020-08-11,394.8999938964844,400.29998779296875,392.70001220703125,393.5,357.2795104980469,545938
2020-08-12,392.5,395.0,390.0,392.0,355.9175720214844,504460
2020-08-13,390.0,390.6000061035156,386.0,388.0,352.2857666015625,659940
2020-08-14,387.70001220703125,387.8999938964844,383.3999938964844,386.0,350.4698486328125,475003
2020-08-17,385.8999938964844,389.1000061035156,384.70001220703125,385.70001220703125,350.1974792480469,318781
2020-08-18,383.3999938964844,389.20001220703125,382.0,384.0,348.6539611816406,459719
2020-08-19,383.8999938964844,390.8999938964844,383.8999938964844,385.0,349.5618896484375,454273
2020-08-20,385.0,385.1000061035156,378.29998779296875,378.5,343.66021728515625,522776
2020-08-21,379.1000061035156,379.79998779296875,374.0,375.5,340.93634033203125,515559
2020-08-24,370.0,377.79998779296875,368.79998779296875,376.70001220703125,342.0259094238281,445961
2020-08-25,381.3999938964844,382.0,373.0,373.29998779296875,338.9388427734375,643469
2020-08-26,369.0,376.1000061035156,369.0,373.1000061035156,338.75726318359375,492190
2020-08-27,373.0,377.3999938964844,371.5,372.20001220703125,337.94012451171875,582974
2020-08-28,371.0,372.6000061035156,367.3999938964844,367.70001220703125,333.85430908203125,563849
2020-08-31,368.1000061035156,372.3999938964844,366.0,366.0,332.310791015625,703148
2020-09-01,366.0,368.29998779296875,361.5,363.70001220703125,330.2225036621094,555788
2020-09-02,364.3999938964844,366.3999938964844,361.8999938964844,364.5,330.9488830566406,555196
2020-09-03,365.0,369.6000061035156,363.20001220703125,363.20001220703125,329.7685241699219,506839
2020-09-04,359.79998779296875,363.79998779296875,358.0,360.70001220703125,327.4986572265625,604482
2020-09-07,360.0,363.5,359.29998779296875,360.5,327.3170471191406,405525
2020-09-08,361.0,363.0,353.79998779296875,355.0,322.3233337402344,526620
2020-09-09,355.29998779296875,367.0,354.8999938964844,365.5,331.8568115234375,652685
2020-09-10,367.6000061035156,372.29998779296875,365.20001220703125,368.20001220703125,334.30828857421875,645325
2020-09-11,368.5,373.6000061035156,367.20001220703125,372.5,338.2124938964844,637396
2020-09-14,375.0,375.29998779296875,370.79998779296875,371.70001220703125,337.48614501953125,432108
2020-09-15,373.1000061035156,374.0,366.29998779296875,366.29998779296875,332.5831604003906,635911
2020-09-16,360.0,363.20001220703125,357.6000061035156,357.70001220703125,324.7748107910156,751259
2020-09-17,355.20001220703125,357.8999938964844,353.5,355.0,322.3233337402344,507486
2020-09-18,354.70001220703125,356.20001220703125,351.5,354.70001220703125,322.0509338378906,860501
2020-09-21,354.0,354.29998779296875,344.3999938964844,345.1000061035156,313.3345947265625,775604
2020-09-22,349.79998779296875,354.6000061035156,348.3999938964844,351.6000061035156,319.23626708984375,650891
2020-09-23,353.70001220703125,355.20001220703125,350.8999938964844,352.1000061035156,319.6902770996094,439846
2020-09-24,349.8999938964844,352.3999938964844,347.5,350.70001220703125,318.41912841796875,840859
2020-09-25,352.0,356.6000061035156,350.1000061035156,351.1000061035156,318.78228759765625,441921
2020-09-28,356.0,358.0,351.29998779296875,358.0,325.0471496582031,557063
2020-09-29,358.3999938964844,358.70001220703125,352.6000061035156,358.70001220703125,325.6827392578125,465243
2020-09-30,355.79998779296875,360.6000061035156,355.3999938964844,359.5,326.40911865234375,537588
2020-10-01,357.29998779296875,359.20001220703125,355.0,355.3999938964844,322.6864929199219,448745
2020-10-02,353.8999938964844,355.8999938964844,351.20001220703125,355.6000061035156,322.8680725097656,449274
2020-10-05,359.0,362.5,358.29998779296875,360.79998779296875,327.58941650390625,515943
2020-10-06,361.3999938964844,362.8999938964844,359.5,359.70001220703125,326.5907287597656,364377
2020-10-07,355.0,356.1000061035156,349.1000061035156,352.29998779296875,319.871826171875,676039
2020-10-08,355.8999938964844,357.1000061035156,353.70001220703125,354.3999938964844,321.7785339355469,465435
2020-10-09,354.3999938964844,355.3999938964844,347.3999938964844,348.0,315.9676513671875,791580
2020-10-12,349.29998779296875,351.6000061035156,346.1000061035156,346.1000061035156,314.2425231933594,656178
2020-10-13,347.20001220703125,350.0,344.70001220703125,345.20001220703125,313.4253845214844,523001
2020-10-14,347.5,350.20001220703125,343.79998779296875,345.1000061035156,313.3345947265625,586489
2020-10-15,344.8999938964844,345.1000061035156,341.3999938964844,341.79998779296875,310.33831787109375,562938
2020-10-16,344.0,346.79998779296875,342.8999938964844,345.29998779296875,313.51617431640625,572125
2020-10-19,348.0,350.20001220703125,344.70001220703125,344.79998779296875,313.06219482421875,599528
2020-10-20,355.5,357.1000061035156,338.3999938964844,342.5,310.9739074707031,1446392
2020-10-21,343.0,343.6000061035156,338.20001220703125,340.79998779296875,309.4303894042969,878770
2020-10-22,339.8999938964844,340.1000061035156,334.3999938964844,339.29998779296875,308.0684509277344,704635
2020-10-23,341.0,346.70001220703125,340.5,345.6000061035156,313.78857421875,766793
2020-10-26,343.0,343.8999938964844,336.20001220703125,336.20001220703125,305.2538146972656,544625
2020-10-27,339.29998779296875,339.29998779296875,332.8999938964844,332.8999938964844,302.257568359375,768712
2020-10-28,331.29998779296875,334.1000061035156,328.5,330.0,299.6244812011719,790210
2020-10-29,330.79998779296875,335.3999938964844,327.8999938964844,335.3999938964844,304.5274353027344,615570
2020-10-30,332.0,336.20001220703125,330.0,332.5,301.8943786621094,624469
2020-11-02,336.3999938964844,339.70001220703125,331.5,339.29998779296875,308.0684509277344,492384
2020-11-03,340.8999938964844,345.20001220703125,338.0,339.29998779296875,308.0684509277344,672724
2020-11-04,337.29998779296875,343.20001220703125,334.0,341.6000061035156,310.15673828125,607973
2020-11-05,343.0,344.3999938964844,340.20001220703125,344.3999938964844,312.6990051269531,599041
2020-11-06,344.3999938964844,347.79998779296875,344.1000061035156,346.5,314.605712890625,439677
2020-11-09,350.20001220703125,357.0,349.6000061035156,351.6000061035156,319.23626708984375,835189
2020-11-10,351.70001220703125,356.3999938964844,351.0,356.3999938964844,323.5944519042969,802449
2020-11-11,356.0,362.70001220703125,354.6000061035156,362.29998779296875,328.9513854980469,934004
2020-11-12,362.29998779296875,365.3999938964844,361.29998779296875,364.20001220703125,330.676513671875,482730
2020-11-13,366.0,369.5,365.20001220703125,368.6000061035156,334.6714782714844,646667
2020-11-16,370.1000061035156,382.5,370.1000061035156,382.5,347.2920227050781,1011899
2020-11-17,382.0,382.8999938964844,379.3999938964844,382.8999938964844,347.6551818847656,961046
2020-11-18,366.0,369.5,361.8999938964844,367.79998779296875,350.41815185546875,910752
2020-11-19,367.0,367.5,358.5,360.5,343.463134765625,587161
2020-11-20,360.5,367.3999938964844,360.5,363.79998779296875,346.607177734375,610305
